company_name,industry,website,city,state,zip_code,phone,year_incorporated,company_age_years,executive_officers,board_directors,total_funding,latest_funding_amount,latest_funding_stage,latest_funding_date,Total Approvals,Total Denials,Approval_Rate,median_salary_offered,top_job_titles_sponsored,total_filed,wilson_lower,wilson_upper,point_rate,uncertainty_width,recommendation,Y,Y_hat,group
TEMPUS LABS INC,Other,,CHICAGO,IL,60654,(800) 976-5448,2015.0,10.0,"ERIC LEFKOFSKY, ERIK PHELPS, Eric Lefkofsky, Erik Phelps, JIM ROGERS, RYAN FUKUSHIMA, Ryan Fukushima","Brad Keywell, JENNIFER DOUDNA, PETER BARRIS, Peter Barris, ROBERT GHENCHEV, SCOTT GOTTLIEB, WAYNE FREDERICK",290999997.0,9999997.0,Series A,2022-10-03,88.0,2.0,97.77777777777776,133138.5,"['Medical Science Liaison', 'Senior Supervisor, Molecular Lab', 'Lead Molecular Technologist III', 'Clinical Data Manager, Studies', 'Senior Data Analyst, Commercial Feasibility']",90.0,0.922553226191924,0.9938846862051364,0.9777777777777776,0.0713314600132122,PRIORITIZE,1,1,ESTABLISHED
THEREALREAL INC,Other,therealreal.com,SAN FRANCISCO,CA,94124,(415) 455-9300,2011.0,14.0,"Henry V Barry, Henry V. Barry, Julie Wainwright, Matt Gustke","Chip H. Baird, Cynthia Ringo, Keval Desai, Maha Ibrahim, Mark Kingdon, Mathias Schilling, Michael H. Kumin",275579895.0,114579929.0,Series D+,2018-06-21,34.0,0.0,100.0,191000.0,"['Senior Machine Learning Engineer ', ""Senior Director, Men's Category""]",34.0,0.8984820937803899,1.0,1.0,0.1015179062196101,PRIORITIZE,1,1,ESTABLISHED
THRED TECHNOLOGIES INC,Other Technology,,SEATTLE,WA,98104,(206) 859-3563,2022.0,3.0,Benjamin Straley,"Adam Brotman, Jonathan K. Shulkin",16400000.0,16400000.0,Series A,2022-11-04,4.0,0.0,100.0,94550.0,"['Java Fullstack developer', 'JAVA DEVELOPER']",4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,YOUNG
THRIVE MARKET INC,Other Technology,thrive-market.com,CULVER CITY,CA,90230,(952) 239-7201,2015.0,10.0,"Gunnar Lovelace, Nicholas Green","Christopher Sobecki, Dana Settle, Evren Bilimer",149379939.0,111105627.0,Series D+,2016-06-22,28.0,4.0,87.5,165000.0,"['Senior Software Engineer, Platform']",32.0,0.7193135021517204,0.950299461555257,0.875,0.2309859594035366,PRIORITIZE,1,1,ESTABLISHED
TOAST INC,Other Technology,toast.com,BOSTON,MA,2215,(617) 297-1005,2011.0,14.0,"Aman Narang, Christopher Comparato, Stephen Fredette, Timothy Barash","Aman Narang, Jonathan Grimm, Kent Bennett, Steve Papa",38200000.0,23200000.0,Series B,2015-12-23,150.0,4.0,97.4025974025974,177341.0,"['Senior Software Engineer', 'Senior Credit Risk Analyst', 'Staff Software Engineer/Team Lead Manager', 'Senior Systems Architect, Salesforce Engineering', 'Staff Software Engineer - Payments Extensibility, Tech Lead']",154.0,0.9351239123333996,0.9898540402469088,0.974025974025974,0.054730127913509,PRIORITIZE,1,1,ESTABLISHED
TODYL INC,Other Technology,todyl.com,BROOKLYN,NY,11214,(201) 523-0537,2015.0,10.0,"John G. Nellen, III, John Nellen",Said G. Mohammadioun,4250000.0,2250000.0,Seed,2020-05-14,6.0,0.0,100.0,130000.0,['Software Engineer II'],6.0,0.6096569663469354,1.0,1.0,0.3903430336530644,CONSIDER,1,0,ESTABLISHED
TRACELINK INC,Other Technology,tracelink.com,WAKEFIELD,MA,1880,(781) 569-5600,2009.0,16.0,"Michael Mozzer, Shabbir Dahod","Amish D. Jani, Jack Cooper, Jack D. Cooper, Jason D. Kreuziger, Jennifer D. Ley, Lawrence D. Lenihan, Lawrence Lenihan, Sean D. Cantwell, Thomas D. Ebling",137200740.0,59999912.0,Series C,2018-05-25,112.0,4.0,96.55172413793105,139550.0,"['Senior Software Engineer', 'Senior Technical Product Manager', 'Software Engineer in Test III', 'Software Engineer in Test II', 'Technical Product Manager']",116.0,0.9146791795449885,0.986510390687719,0.9655172413793104,0.0718312111427306,PRIORITIZE,1,1,ESTABLISHED
TREASURE DATA INC,Other Technology,treasure-data.com,MOUNTAIN VIEW,CA,94040,(866) 899-5386,2011.0,14.0,"Hironobu Yoshikawa, Kazuki Ota","Andrew Vitus, Andy Vitus, Morio Kurosaki, Morlo Kurosaki, Tim Guleri, William Tai",65999995.0,25000000.0,Series B,2016-05-31,40.0,0.0,100.0,95470.5,"['Product UX Designer', 'Applications Security Engineer', 'Web Developer', 'Data Engineer, Professional Services', 'Product UX Designer', 'Analytics Engineer']",40.0,0.9123754607496076,1.0,1.0,0.0876245392503922,PRIORITIZE,1,1,ESTABLISHED
TREELINE BIOSCIENCES INC,Biotechnology,treelinebiosciences.com,WATERTOWN,MA,2472,(857) 228-0050,2021.0,4.0,"Jeffrey H. Engelman, Joshua H. Bilenker","Aftab H. Kherani, Ali H. Satvat, Avi H. Naider, David H. Bonita, David H. Schenkein, Kristina H. Burow, Steven H. Elms",671779775.0,249999967.0,Series D+,2025-08-21,18.0,0.0,100.0,152712.5,"['Scientist II, Biophysics', 'Senior Scientist, Medicinal Chemistry']",18.0,0.8241154494176252,1.0,1.0,0.1758845505823748,PRIORITIZE,1,1,YOUNG
TRENDLY INC,Other Technology,trendly.com,Brooklyn,NY,11232,(844) 373-7723,2014.0,11.0,Charles-Albert Gorra,"Adam Valkin, Birgir M?r Ragnarsson, Birgir Mar Ragnarsson, Fabrice Grinda",106085871.0,38000057.0,Series B,2021-12-14,6.0,0.0,100.0,87000.0,['Senior Buyer'],6.0,0.6096569663469354,1.0,1.0,0.3903430336530644,CONSIDER,1,0,ESTABLISHED
TRIPLE LIFT INC,Other Technology,triplelift.com,NEW YORK,NY,10016,(000) 000-0000,2012.0,13.0,"Eric Berry, Shaun Zacharia","Adam D'Augelli, Ari Lewine, Ryan Ziegler",10500000.0,10500000.0,Series A,2015-05-21,8.0,2.0,80.0,183655.0,"['Engineering Manager, CTV Analysis Services', 'Application Reliability Engineering Manager']",10.0,0.4901568467207233,0.9433190520193068,0.8,0.4531622052985833,CONSIDER,1,0,ESTABLISHED
TULIP INTERFACES INC,Other,,SOMERVILLE,MA,2145,(617) 417-8587,2012.0,13.0,"Natan Linder, Rony Daniel Kubat, Rony Kubat, Yuval Marcus","Aaron Mankovski, Dayna Daniel Grayson, Dayna Grayson, Hilarie Koplow-McAdams, Laurent Daniel Vernery, Laurent Vernerey, Laurent Vernery, Peter Sobiloff, Sandeep Bhadra, Sandeep Daniel Badra",153096644.0,99999935.0,Series C,2021-07-19,18.0,0.0,100.0,100000.0,['Software Engineer'],18.0,0.8241154494176252,1.0,1.0,0.1758845505823748,PRIORITIZE,1,1,ESTABLISHED
TYPEFACE INC,Other Technology,typeface.com,Palo Alto,CA,94304,(425) 301-0904,2022.0,3.0,Abhay Parasnis,Ravi Mhatre,140612248.0,140612248.0,Series D+,2023-06-22,14.0,0.0,100.0,195000.0,"['Staff Machine Learning Engineer', 'Staff Software Engineer']",14.0,0.7846829880728186,1.0,1.0,0.2153170119271814,PRIORITIZE,1,1,YOUNG
UBER TECHNOLOGIES INC,Other,uber-technologies.com,SAN FRANCISCO,CA,94158,(415) 612-8582,2010.0,15.0,"Brent Callinicos, Dara Khosrowshahi, David Plouffe, Emil Michael, Gautam Gupta, Jeffrey Holden, Jill Hazelbaker, Nelson Chai, Nikki Krishnamurthy, Ryan Graves, Thuan Pham, Tony West, Travis Kalanick","Amanda Ginsberg, David Bonderman, David Drummond, David Trujillo, Garrett Camp, J. William Gurley, John Thain, Robert Eckert, Ursula Burns, Wan Ling Martello, Yasir Al-Rumayyan",6992457624.0,1099778180.0,Series D+,2021-08-10,3984.0,42.0,98.95678092399405,165000.0,"['Senior Software Engineer', 'Staff Software Engineer', 'Software Engineer II', 'Software Engineer', 'SOFTWARE ENGINEER']",4026.0,0.9859295261857196,0.9922726939710232,0.9895678092399404,0.0063431677853036,PRIORITIZE,1,1,ESTABLISHED
UDEMY INC,Other,udemy.com,SAN FRANCISCO,CA,94107,(510) 378-4789,2010.0,15.0,"Dennis Yang, Oktay Caglar","Bradley C. Twohig, Bryan C. Gartner, Eren Bali, Paul C. Lee, Sergio C. Monsalve",31999999.0,31999999.0,Series B,2014-04-30,122.0,2.0,98.38709677419357,142500.0,"['Senior Promotions Marketing Manager', 'Customer Success Associate', 'Senior ServiceNow Developer ', 'Staff Software Engineer ', 'Global Resource Manager ']",124.0,0.9430958652666754,0.9955657284555556,0.9838709677419356,0.0524698631888802,PRIORITIZE,1,1,ESTABLISHED
UIPATH INC,Other Technology,uipath.com,NEW YORK,NY,10016,(844) 432-0455,2015.0,10.0,"Ashim Gupta, Brad Brubaker, Daniel Dines, Daniel Solomon Dines, Marius Tirca, Ted Kummert, Thomas Hansen, Tirca Marius","Alexandru Iancu, Alexandru Iantu, Alexandru Solomon Iancu, Dan Lupu, Dan Solomon Lupu, Jennifer L. Tejada, Kimberly L. Hammonds, Luciana Lixandru, Michael Gordon, Philippe Solomon Botteri, Rich Wong, Richard P. Wong, Richard Solomon Wong, Thomas L. Mendoza, Thomas Solomon Mendoza, Tom Mendoza",1392766800.0,749999558.0,Series D+,2021-02-01,158.0,4.0,97.53086419753086,130666.0,"['Software Engineer I', 'Software Engineer II', 'Senior Software Engineer', 'Senior Software Engineer ', 'Product Management Director']",162.0,0.9382397029988918,0.9903572232246856,0.9753086419753086,0.0521175202257937,PRIORITIZE,1,1,ESTABLISHED
UNDERDOG SPORTS HOLDINGS INC,Other,,Brooklyn,NY,11206,(929) 581-2565,2022.0,3.0,"Brandon Alan Stakenborg, Jena Alan Pollock, Jeremy Levine",,175000001.0,175000001.0,Series C,2025-01-28,4.0,0.0,100.0,200000.0,['Senior Machine Learning Engineer'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,YOUNG
UNITAS GLOBAL INC,Other Technology,unitasglobal.com,LOS ANGELES,CA,90013,(213) 986-7448,2013.0,12.0,"Grant Kirkwood, Mike DuBrock","Bret Maxwell, Paul Weinstein",10700000.0,5000000.0,Pre-Seed,2015-07-29,4.0,0.0,100.0,248768.0,['Chief Information Officer'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
UNRAVEL DATA SYSTEMS INC,Other Technology,,MENLO PARK,CA,94025,(650) 741-3442,2013.0,12.0,"Kunal Agarwal, Shivnath Babu","Glenn Solomon, Venky Ganesan",58149996.0,35000000.0,Series B,2019-04-30,4.0,0.0,100.0,166691.5,"['Director of Engineering', 'Site Reliability Engineer and Customer Support']",4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
UPSTART NETWORK INC,Other Banking and Financial Services,,PALO ALTO,CA,94306,(650) 204-1000,2012.0,13.0,"Alison Fiona Nicoll, David Joseph Girouard",Andrew Hunt Palmer,2500000.0,2500000.0,Pre-Seed,2013-01-17,316.0,2.0,99.37106918238992,160000.0,"['Software Engineer', 'Senior Software Engineer', 'Product Quality Engineer', 'Senior Product Quality Engineer', 'Data Engineer']",318.0,0.9773616361246265,0.9982735831882282,0.9937106918238994,0.0209119470636018,PRIORITIZE,1,1,ESTABLISHED
UTILIZECORE INC,Other Technology,utilizecore.com,NEW YORK,NY,10003,(917) 310-5422,2021.0,4.0,"Jason Kwait, Johnny Zhu, Ryan Gottfried",,6161682.0,6161682.0,Series A,2021-05-26,6.0,0.0,100.0,85280.0,"['Product Manager', 'Front End Engineer']",6.0,0.6096569663469354,1.0,1.0,0.3903430336530644,CONSIDER,1,0,YOUNG
VANTAGE ROBOTICS LLC,Other,vantagerobotics.com,SAN LEANDRO,CA,94577,(510) 907-7012,2013.0,12.0,"Joe Van Niekerk, Tobin Fisher",,27874794.0,6412000.0,Series A,2021-07-13,4.0,0.0,100.0,126901.0,"['Sr Test & Reliability Engineer', 'Sr Test & Reliability Engineer']",4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
VERTEX ANALYTICS INC,Other Technology,vertex-analytics.com,CHICAGO,IL,60606,(312) 924-1455,2011.0,14.0,"James Austin, Jim Gagnard, Sorel Aharoni",Aaron Massey,1560000.0,1560000.0,Pre-Seed,2014-12-18,90.0,4.0,95.74468085106383,103000.0,"['Openshift/DevOps Engineer', 'BI Developer/Qlik Developer']",94.0,0.895642004129686,0.9833297215984298,0.9574468085106383,0.0876877174687438,PRIORITIZE,1,1,ESTABLISHED
VIA TRANSPORATION INC,Other Technology,,NEW YORK,NY,10024,(747) 222-6350,2012.0,13.0,Daniel Ramot,"Arnon Dinur, Oren Shoval",10064136.0,10064136.0,Series A,2014-03-13,46.0,0.0,100.0,86000.0,"['Data Science Associate Principal ', 'Programmer', 'Operations Principal ', 'Expansion Associate Principal', 'Designer']",46.0,0.9229238226702192,1.0,1.0,0.0770761773297807,PRIORITIZE,1,1,ESTABLISHED
VIA TRANSPORTATION INC,Other Technology,viatransportation.com,New York,NY,10013,(747) 222-6350,2012.0,13.0,"Daniel Ramot, Oren Shoval, Ramot Daniel","Arnon Dinur, Charles Rivkin, Chemi Peres, Marcus Breitschwerdt, Nechemia Peres, Noam Ohana, Oren Shoval, Volker Mornhinweg, William Nix",772116151.0,59999975.0,Series C,2021-03-02,46.0,0.0,100.0,86000.0,"['Data Science Associate Principal ', 'Programmer', 'Operations Principal ', 'Expansion Associate Principal', 'Designer']",46.0,0.9229238226702192,1.0,1.0,0.0770761773297807,PRIORITIZE,1,1,ESTABLISHED
VIDMOB INC,Other Technology,vidmob.com,NEW YORK,NY,10011,(212) 218-5089,2014.0,11.0,"Alex Collmer, Craig Coblenz, James Kupernik, Jason Donnell, Stephanie Bohn","Antonio Lucio, Brian Barnum, George Rose, Harry Hawks, JP Maheu, Jim Curry, Klee Kleber, Laura Held, Mainardo de Nardis, Paul Falzone, Suzanne Grimes",258131198.0,14999999.0,Series A,2025-04-24,22.0,0.0,100.0,88000.0,['Software Engineer'],22.0,0.8513404742740388,1.0,1.0,0.1486595257259612,PRIORITIZE,1,1,ESTABLISHED
VIEW THE SPACE INC,Other Technology,viewthespace.com,NEW YORK,NY,10018,(646) 450-5415,2013.0,12.0,"Nicholas Romito, Ryan Masiello, Tim Harvey","Adam Marcus, Ethan Kurzweil, Greg Waldorf, Jacob Ewell, Jacob Werner, Jeff Horing, Josh Raffaelli, Noel Fenton, Scott Maxwell",160750135.0,89999970.0,Series C,2019-05-03,10.0,0.0,100.0,130000.0,"['Vice President, Engineering', 'Senior Client Advisor', 'Analytics Engineer', 'Software Engineer', 'Senior Product Designer']",10.0,0.7224598312333834,1.0,1.0,0.2775401687666166,PRIORITIZE,1,1,ESTABLISHED
VIEWPOINT THERAPEUTICS INC,Biotechnology,,SAN FRANCISCO,CA,94107,(734) 205-8246,2014.0,11.0,"Ed Hurwitz, Leah Makley","Douglas T. Crawford, Ed Hurwitz, Emmett T. Cunningham, Jr., Heath T. Lukatch, Jason E. Gestwicki, Mark T. Blumenkranz, M.D., Peter T. Moldt",38986066.0,35004729.0,Series B,2018-03-02,6.0,0.0,100.0,153000.0,['Associate Principal Scientist'],6.0,0.6096569663469354,1.0,1.0,0.3903430336530644,CONSIDER,1,0,ESTABLISHED
VIRALGAINS INC,Computers,viralgains.com,BOSTON,MA,2210,(800) 501-2763,2012.0,13.0,"Dan Levin, Doron Gan, Jay Singh, Kate Willett, Tod Loofbourrow","David Baum, David Verrill, Joshua Summers, Tod Loofbourrow",15553558.0,12278289.0,Series A,2015-12-22,6.0,0.0,100.0,149100.0,['Senior Software Engineer'],6.0,0.6096569663469354,1.0,1.0,0.3903430336530644,CONSIDER,1,0,ESTABLISHED
VISURA TECHNOLOGIES LLC,Other Health Care,visuratechnologies.com,EVANSTON,IL,60203,(215) 280-4136,2015.0,10.0,"David Marmor, M.D.",,1685000.0,1685000.0,Pre-Seed,2016-10-05,152.0,14.0,91.56626506024097,98904.0,"['SOFTWARE DEVELOPER', 'DATA ARCHITECT ', 'SCALA ENGINEER', 'SR. SOFTWARE DEVOPS ENGINEER']",166.0,0.8634226623844096,0.9490991226199708,0.9156626506024096,0.0856764602355613,PRIORITIZE,1,1,ESTABLISHED
VITAL CONNECT INC,Other Health Care,vitalconnect.com,SAN JOSE,CA,95110,(408) 963-4646,2011.0,14.0,"Martyn Webster, Nathan Weems, Nersi Nazari, Peter Van Haur, Steve Zadig","Antonius Kufferath, James McCluney, Richard Feachem, Stephen Reeders, Thomas Saunders, III, Tom Saunders",96968981.0,38880700.0,Series B,2021-12-23,6.0,0.0,100.0,120000.0,['Data Scientist'],6.0,0.6096569663469354,1.0,1.0,0.3903430336530644,CONSIDER,1,0,ESTABLISHED
VOR BIOPHARMA INC,Other,vorbiopharma.com,CAMBRIDGE,MA,2140,(617) 655-6580,2015.0,10.0,"Amy Mendel, Nathan Jorgensen, Robert Ang","Joshua Resnick, Kush Parmar, Sven Lundberg",110124989.0,110124989.0,Series D+,2020-06-30,22.0,0.0,100.0,90000.0,['Associate Scientist – Principal  '],22.0,0.8513404742740388,1.0,1.0,0.1486595257259612,PRIORITIZE,1,1,ESTABLISHED
VOYAT INC,Other Technology,,NEW YORK,NY,10002,(415) 592-4313,2012.0,13.0,"Benjamin Habbel, Bob Lund",David Hirsch,6043975.0,2000000.0,Pre-Seed,2015-11-27,8.0,0.0,100.0,65000.0,['Junior Product Designer'],8.0,0.6755843804891231,1.0,1.0,0.3244156195108769,CONSIDER,1,0,ESTABLISHED
WALTZ HEALTH INC,Other,waltzhealth.com,CHICAGO,IL,60654,(847) 809-6299,2021.0,4.0,"Jeffrey Park, Mark Thierer","Benjamin Robbins, Jonathon Thierer, Lynne Chou O'Keefe",20000000.0,20000000.0,Series B,2024-11-26,10.0,0.0,100.0,83000.0,['UI/UX Designer'],10.0,0.7224598312333834,1.0,1.0,0.2775401687666166,PRIORITIZE,1,1,YOUNG
WELBE HEALTH LLC,Other Health Care,welbehealth.com,MENLO PARK,CA,94025,(312) 324-8400,2015.0,10.0,CLANCY SI FRANCE,"ADAM SI GROFF, JONATHAN SI LIM, LIAM SI DONOHUE, MICHAEL SI ZUBKOFF",15000000.0,15000000.0,Seed,2017-01-17,18.0,0.0,100.0,120000.0,['Data Engineer'],18.0,0.8241154494176252,1.0,1.0,0.1758845505823748,PRIORITIZE,1,1,ESTABLISHED
WHEELS UP PARTNERS HOLDINGS LLC,Other Travel,wheels-up.com,NEW YORK,NY,10036,(212) 257-5252,2013.0,12.0,"Bill Allard, Byron Dan Crowe, J.r, Byron Daniel Crowe, Jr., Carl F. Thorsberg, Carl Thorsberg, David Baxt, David F. Kaufman, David Kaufman, Eric Dan Jacobs, Jason Horowitz, Kate O'Malley, Kenneth Dichter, Kenneth Napolitano, Mary Gallagher, Robert Withers","Alan Daniel Goldfarb, Alan Goldfarb, Alan Martin Goldfarb, Brian Daniel Radecki, Brian Martin Radecki, Chih Cheung, Chih Daniel Cheung, Chih Martin Cheung, David Adelman, David Daniel Adelman, David Jason Adelman, Timothy Martin Armstrong",554637765.0,128444569.0,Series D+,2019-05-17,38.0,0.0,100.0,143500.0,"['Data Engineer II', 'Software Development Engineer 2']",38.0,0.90818706741616,1.0,1.0,0.0918129325838399,PRIORITIZE,1,1,ESTABLISHED
WHOOP INC,Other Technology,whoop.com,BOSTON,MA,2215,(617) 670-1074,2011.0,14.0,"Antonio Bertone, Carlos Famadas, John Capodilupo, Lucy McQuilken, Tricia Gugler, William Ahmed","Antonio Bertone, Antonio T. Bertone, Chris Moody, David T. Joerg, Edmund T. Zysik III, Edward Baker, Eric Liaw, Jeff Fagnan, John Capodilupo, Nicholas Negroponte, Rashid Redha Alli Alhashimi Mohammed, Wray Thorn, Youngme Moon",187004755.0,100000028.0,Series C,2020-10-27,114.0,0.0,100.0,140000.0,"['Machine Learning Operations Engineer II', 'Embedded Engineer II', 'Clinical Manager']",114.0,0.9674003068525884,1.0,1.0,0.0325996931474115,PRIORITIZE,1,1,ESTABLISHED
WIZARD COMMERCE INC,Other Technology,wizardcommerce.com,NEW YORK,NY,10013,(917) 359-6368,2021.0,4.0,Melissa Bridgeford,"Marc Lore, Tony Florence",51449999.0,51449999.0,Series C,2021-09-02,8.0,0.0,100.0,208000.0,['Lead Product Designer'],8.0,0.6755843804891231,1.0,1.0,0.3244156195108769,CONSIDER,1,0,YOUNG
WORKSPOT INC,Other Technology,workspot.com,Menlo Park,CA,94025,(408) 997-1268,2012.0,13.0,"AMITABH SINHA, Amitabh Sinha, PUNEET CHAWLA, Puneet Chawla, TA-HUI TY WANG, Ta-Hui Ty Wang","ASHISH GUPTA, ASHISH TY GUPTA, Ashish Gupta, BILL PORTELLI, TOSHIYA OTANI, TOSHIYA TY OTANI",74624148.0,19019175.0,Series A,2019-03-22,4.0,0.0,100.0,167149.0,['STAFF ENGINEER'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
XETDATA INC,Other Technology,,Seattle,WA,98104,(412) 327-1572,2021.0,4.0,"Ajit Banerjee, Rajat Arya, Yucheng Low",Matt McIlwain,6499991.0,6499991.0,Series A,2022-03-31,4.0,0.0,100.0,135000.0,['System Software Engineer'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,YOUNG
YIELDMO INC,Other Technology,yieldmo.com,NEW YORK,NY,10011,0,2012.0,13.0,"Michael Yavonditte, Richard Eaton","Allison Goldberg, Brad Burnham, Doug Chertok, Eric Nordlander, Rich Miner, Ross Levinsohn",20000103.0,10000000.0,Series A,2017-06-09,22.0,0.0,100.0,215000.0,"['Principal Software Engineer', 'Product Operations Analyst', 'Principal Data Engineer, Lead']",22.0,0.8513404742740388,1.0,1.0,0.1486595257259612,PRIORITIZE,1,1,ESTABLISHED
YIELDSTREET INC,Other Technology,yieldstreet.co,NEW YORK,NY,10022,(844) 943-5378,2014.0,11.0,"Ivor Wolk, MICHAEL WEISZ, MILIND MEHERE, Michael Weisz, Milind Mehere, Ted Yarborough, Tim Schott","Chris Sugden, DENNIS SHIELDS, JOSEPH MELOHN, Joseph Melohn, Milind Mehere, Mitch Caplan, Ron Suber",109897463.0,66197463.0,Series C,2024-01-22,20.0,0.0,100.0,240000.0,"['Associate Director, Investments']",20.0,0.8388698745050667,1.0,1.0,0.1611301254949333,PRIORITIZE,1,1,ESTABLISHED
YOSHI INC,Other,yoshi.com,PALO ALTO,CA,94301,(650) 285-4778,2015.0,10.0,"Bryan Frist, Dan R. Hunter, Nick Alexander","Eric R. Carmichael, Sherwin Prior",13656620.0,13656620.0,Series A,2017-12-21,6.0,2.0,75.0,122825.0,['Software Engineer'],8.0,0.4092698791025891,0.9285223111419724,0.75,0.5192524320393832,CONSIDER,1,0,ESTABLISHED
YOTASCALE INC,Other Technology,yotascale.com,FREMONT,CA,94536,(650) 746-4539,2015.0,10.0,"Abbas Yousafzai, Asim Razzaq","Chad Packard, Matt Bigge",10250000.0,8000000.0,Series A,2018-06-01,8.0,0.0,100.0,170000.0,"['Staff Engineer', 'Senior Data Software Engineer', 'Dev Ops Manager']",8.0,0.6755843804891231,1.0,1.0,0.3244156195108769,CONSIDER,1,0,ESTABLISHED
ZANBATO INC,Other Technology,zanbato.com,MOUNTAIN VIEW,CA,94043,(650) 557-2337,2011.0,14.0,"Christopher B. Fenichell, GREGORY L. WRIGHT, Gregory L. Wright, KNUT NICOLAI SAND, Knut Nicolai Sand, VICTOR CHIANG","BILL M. MALLOY III, Brian B. Nugent, JOSEPH LONSDALE, Joseph T Lonsdale, Tim N Bratton, William M. Malloy III",70178243.0,21582163.0,Series B,2020-01-24,4.0,0.0,100.0,150000.0,['Data Engineer'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
ZAPATA COMPUTING HOLDINGS INC,Computers,,BOSTON,MA,2109,(857) 367-9002,2021.0,4.0,"Christopher Savoie, Mimi Flanagan, Sumit Kapur, Yudong Cao","Clark Golestani, Dana Jones, Jeffrey Huber, Raj Ratnakar, William Brown, William Klitgaard",34660500.0,17000000.0,Series A,2025-06-12,6.0,0.0,100.0,116000.0,['Quantum Application Scientist'],6.0,0.6096569663469354,1.0,1.0,0.3903430336530644,CONSIDER,1,0,YOUNG
ZIMPERIUM INC,Business Services,zimperium.com,SAN FRANCISCO,CA,94105,(415) 988-3988,2013.0,12.0,"Itzhak Avraham, Michael Glover, Shridhar Mittal, Yasmin Seyal","Ashutosh Somani, Cary Davis, Elia Yehuda, Mark Fernandes, Mark Sherman, Raymond Liao",52176367.0,14999999.0,Series A,2016-12-27,44.0,0.0,100.0,109416.0,"['Site Reliability Engineer', 'Software Development Engineer Lead']",44.0,0.919701682217986,1.0,1.0,0.080298317782014,PRIORITIZE,1,1,ESTABLISHED
ZIPRECRUITER INC,Other,ziprecruiter.com,SANTA MONICA,CA,90401,(310) 496-1311,2010.0,15.0,"Ian Siegel, Joe Edmonds","Eric Liaw, Ward Poulos, Willis Redd",63000122.0,63000122.0,Series C,2014-08-12,98.0,4.0,96.07843137254902,152250.0,"['Sr. Software Engineer', 'SOFTWARE ENGINEER III']",102.0,0.9034734282412418,0.9846461769045612,0.9607843137254902,0.0811727486633193,PRIORITIZE,1,1,ESTABLISHED
ZOOMINFO TECHNOLOGIES INC,Other Technology,zoominfo.com,VANCOUVER,WA,98660,(800) 914-1220,2021.0,4.0,"ALI CAMERON DASDAN, HENRY SCHUCK, PETER CAMERON HYZER","ALISON CAMERON GLEESON, D. RANDALL WINN, MARK CAMERON MADER, PATRICK CAMERON MCCARTER, TODD CAMERON CROCKETT",1554217.0,1554217.0,Pre-Seed,2024-04-01,98.0,6.0,94.23076923076924,110601.77,"['Senior Product Manager', 'Data Services Analyst II', 'Applications Manager', 'Solutions Consultant III', 'Senior Business Intelligence Analyst']",104.0,0.879809251317174,0.9732938183702192,0.9423076923076924,0.0934845670530453,PRIORITIZE,1,1,YOUNG
